action,proto,source,src_port,direction,destination,dst_port,msg,options,options_signature
alert,udp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,635,"""OS-LINUX x86 Linux mountd overflow""","['flow', 'content']","[('flow', ['to_server']), ('content', ['""^|B0 02 89 06 FE C8 89|F|04 B0 06 89|F""'])]"
alert,udp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,635,"""OS-LINUX x86 Linux mountd overflow""","['flow', 'content']","[('flow', ['to_server']), ('content', ['""|EB|V^VVV1|D2 88|V|0B 88|V|1E|""'])]"
alert,udp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,635,"""OS-LINUX x86 Linux mountd overflow""","['flow', 'content']","[('flow', ['to_server']), ('content', ['""|EB|@^1|C0|@|89|F|04 89 C3|@|89 06|""'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,79,"""PROTOCOL-FINGER cmd_rootsh backdoor attempt""","['flow', 'content']","[('flow', ['to_server', 'established']), ('content', ['""cmd_rootsh""'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,79,"""PROTOCOL-FINGER account enumeration attempt""","['flow', 'content']","[('flow', ['to_server', 'established']), ('content', ['""a b c d e f""', 'nocase'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,79,"""PROTOCOL-FINGER search query""","['flow', 'content']","[('flow', ['to_server', 'established']), ('content', ['""search""'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,79,"""PROTOCOL-FINGER root query""","['flow', 'content']","[('flow', ['to_server', 'established']), ('content', ['""root""'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,79,"""PROTOCOL-FINGER null request""","['flow', 'content']","[('flow', ['to_server', 'established']), ('content', ['""|00|""'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,79,"""PROTOCOL-FINGER remote command execution attempt""","['flow', 'content']","[('flow', ['to_server', 'established']), ('content', ['""|3B|""'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,79,"""PROTOCOL-FINGER remote command pipe execution attempt""","['flow', 'content']","[('flow', ['to_server', 'established']), ('content', ['""|7C|""'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,79,"""PROTOCOL-FINGER bomb attempt""","['flow', 'content']","[('flow', ['to_server', 'established']), ('content', ['""@@""'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,79,"""PROTOCOL-FINGER redirection attempt""","['flow', 'content']","[('flow', ['to_server', 'established']), ('content', ['""@""'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,79,"""PROTOCOL-FINGER cybercop query""","['flow', 'content']","[('flow', ['to_server', 'established']), ('content', ['""|0A|     ""', 'depth 10'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,79,"""PROTOCOL-FINGER 0 query""","['flow', 'content']","[('flow', ['to_server', 'established']), ('content', ['""0""'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,79,"""PROTOCOL-FINGER . query""","['flow', 'content']","[('flow', ['to_server', 'established']), ('content', ['"".""'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,21,"""PROTOCOL-FTP .forward""","['flow', 'content', 'service']","[('flow', ['to_server', 'established']), ('content', ['"".forward""']), ('service', ['ftp'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,21,"""PROTOCOL-FTP .rhosts""","['flow', 'content', 'service']","[('flow', ['to_server', 'established']), ('content', ['"".rhosts""']), ('service', ['ftp'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,21,"""PROTOCOL-FTP CWD ~root attempt""","['flow', 'content', 'content', 'pcre', 'service']","[('flow', ['to_server', 'established']), ('content', ['""CWD""', 'nocase']), ('content', ['""~root""', 'distance 1', 'nocase']), ('pcre', ['""/^CWD\\s+~root/smi""']), ('service', ['ftp'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,21,"""PROTOCOL-FTP CEL overflow attempt""","['flow', 'content', 'isdataat', 'pcre', 'service']","[('flow', ['to_server', 'established']), ('content', ['""CEL""', 'nocase']), ('isdataat', ['100', 'relative']), ('pcre', ['""/^CEL(?!\\n)\\s[^\\n]{100}/smi""']), ('service', ['ftp'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,21,"""PROTOCOL-FTP adm scan""","['flow', 'content', 'service']","[('flow', ['to_server', 'established']), ('content', ['""PASS ddd@|0A|""', 'fast_pattern', 'nocase']), ('service', ['ftp'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,21,"""PROTOCOL-FTP iss scan""","['flow', 'content', 'service']","[('flow', ['to_server', 'established']), ('content', ['""pass -iss@iss""', 'fast_pattern', 'nocase']), ('service', ['ftp'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,21,"""PROTOCOL-FTP pass wh00t""","['flow', 'content', 'service']","[('flow', ['to_server', 'established']), ('content', ['""pass wh00t""', 'fast_pattern', 'nocase']), ('service', ['ftp'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,21,"""PROTOCOL-FTP passwd retrieval attempt""","['flow', 'content', 'content', 'service']","[('flow', ['to_server', 'established']), ('content', ['""RETR""', 'nocase']), ('content', ['""passwd""']), ('service', ['ftp'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,21,"""PROTOCOL-FTP piss scan""","['flow', 'content', 'service']","[('flow', ['to_server', 'established']), ('content', ['""pass -cklaus""', 'fast_pattern', 'nocase']), ('service', ['ftp'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,21,"""PROTOCOL-FTP saint scan""","['flow', 'content', 'service']","[('flow', ['to_server', 'established']), ('content', ['""pass -saint""', 'fast_pattern', 'nocase']), ('service', ['ftp'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,21,"""PROTOCOL-FTP satan scan""","['flow', 'content', 'service']","[('flow', ['to_server', 'established']), ('content', ['""pass -satan""', 'fast_pattern', 'nocase']), ('service', ['ftp'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,21,"""PROTOCOL-FTP serv-u directory traversal""","['flow', 'content', 'service']","[('flow', ['to_server', 'established']), ('content', ['"".%20.""', 'fast_pattern', 'nocase']), ('service', ['ftp'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,21,"""PROTOCOL-FTP SITE EXEC attempt""","['flow', 'content', 'content', 'pcre', 'service']","[('flow', ['to_server', 'established']), ('content', ['""SITE""', 'nocase']), ('content', ['""EXEC""', 'distance 0', 'nocase']), ('pcre', ['""/^SITE\\s+EXEC/smi""']), ('service', ['ftp'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,21,"""PROTOCOL-FTP tar parameters""","['flow', 'content', 'service']","[('flow', ['to_server', 'established']), ('content', ['"" --use-compress-program ""', 'fast_pattern', 'nocase']), ('service', ['ftp'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP IRDP router advertisement""",['itype'],"[('itype', ['9'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP IRDP router selection""",['itype'],"[('itype', ['10'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP PING undefined code""","['icode', 'itype']","[('icode', ['>0']), ('itype', ['8'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP PING Unix""","['itype', 'content']","[('itype', ['8']), ('content', ['""|10 11 12 13 14 15 16 17 18 19 1A 1B 1C 1D 1E 1F|""', 'depth 32'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP PING BSDtype""","['itype', 'content']","[('itype', ['8']), ('content', ['""|08 09 0A 0B 0C 0D 0E 0F 10 11 12 13 14 15 16 17|""', 'depth 32'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP PING BayRS Router""","['itype', 'content']","[('itype', ['8']), ('content', ['""|01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F|""', 'depth 32'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP PING BeOS4.x""","['itype', 'content']","[('itype', ['8']), ('content', ['""|00 00 00 00 00 00 00 00 00 00 00 00 08 09 0A 0B|""', 'depth 32'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP PING Cisco Type.x""","['itype', 'content']","[('itype', ['8']), ('content', ['""|AB CD AB CD AB CD AB CD AB CD AB CD AB CD AB CD|""', 'depth 32'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP PING Delphi-Piette Windows""","['itype', 'content']","[('itype', ['8']), ('content', ['""Pinging from Del""', 'depth 32'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP PING Flowpoint2200 or Network Management Software""","['itype', 'content']","[('itype', ['8']), ('content', ['""|01 02 03 04 05 06 07 08 09 0A 0B 0C 0D 0E 0F 10|""', 'depth 32'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP PING IP NetMonitor Macintosh""","['itype', 'content']","[('itype', ['8']), ('content', ['""|A9| Sustainable So""', 'depth 32'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP PING LINUX/*BSD""","['dsize', 'id', 'itype']","[('dsize', ['8']), ('id', ['13170']), ('itype', ['8'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP PING Microsoft Windows""","['itype', 'content']","[('itype', ['8']), ('content', ['""0123456789abcdefghijklmnop""', 'depth 32'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP PING Network Toolbox 3 Windows""","['itype', 'content']","[('itype', ['8']), ('content', ['""================""', 'depth 32'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP PING Ping-O-MeterWindows""","['itype', 'content']","[('itype', ['8']), ('content', ['""OMeterObeseArmad""', 'depth 32'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP PING Pinger Windows""","['itype', 'content']","[('itype', ['8']), ('content', ['""Data|00 00 00 00 00 00 00 00 00 00 00 00|""', 'depth 32'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP PING Seer Windows""","['itype', 'content']","[('itype', ['8']), ('content', ['""|88 04|              ""', 'depth 32'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP PING Oracle Solaris""","['dsize', 'itype']","[('dsize', ['8']), ('itype', ['8'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP PING Windows""","['itype', 'content']","[('itype', ['8']), ('content', ['""abcdefghijklmnop""', 'depth 16'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP PING""","['icode', 'itype']","[('icode', ['0']), ('itype', ['8'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP traceroute""","['itype', 'ttl']","[('itype', ['8']), ('ttl', ['1'])]"
alert,icmp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,any,"""PROTOCOL-ICMP Address Mask Reply""","['icode', 'itype']","[('icode', ['0']), ('itype', ['18'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP Address Mask Reply undefined code""","['icode', 'itype']","[('icode', ['>0']), ('itype', ['18'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP Address Mask Request""","['icode', 'itype']","[('icode', ['0']), ('itype', ['17'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP Address Mask Request undefined code""","['icode', 'itype']","[('icode', ['>0']), ('itype', ['17'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP Alternate Host Address""","['icode', 'itype']","[('icode', ['0']), ('itype', ['6'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP Alternate Host Address undefined code""","['icode', 'itype']","[('icode', ['>0']), ('itype', ['6'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP Datagram Conversion Error""","['icode', 'itype']","[('icode', ['0']), ('itype', ['31'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP Datagram Conversion Error undefined code""","['icode', 'itype']","[('icode', ['>0']), ('itype', ['31'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP Destination Unreachable Destination Host Unknown""","['icode', 'itype']","[('icode', ['7']), ('itype', ['3'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP Destination Unreachable Destination Network Unknown""","['icode', 'itype']","[('icode', ['6']), ('itype', ['3'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP Destination Unreachable Fragmentation Needed and DF bit was set""","['icode', 'itype']","[('icode', ['4']), ('itype', ['3'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP Destination Unreachable Host Precedence Violation""","['icode', 'itype']","[('icode', ['14']), ('itype', ['3'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP Destination Unreachable Host Unreachable for Type of Service""","['icode', 'itype']","[('icode', ['12']), ('itype', ['3'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP Destination Unreachable Host Unreachable""","['icode', 'itype']","[('icode', ['1']), ('itype', ['3'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP Destination Unreachable Network Unreachable for Type of Service""","['icode', 'itype']","[('icode', ['11']), ('itype', ['3'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP Destination Unreachable Network Unreachable""","['icode', 'itype']","[('icode', ['0']), ('itype', ['3'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP destination unreachable port unreachable packet detected""","['icode', 'itype']","[('icode', ['3']), ('itype', ['3'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP Destination Unreachable Precedence Cutoff in effect""","['icode', 'itype']","[('icode', ['15']), ('itype', ['3'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP Destination Unreachable Protocol Unreachable""","['icode', 'itype']","[('icode', ['2']), ('itype', ['3'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP Destination Unreachable Source Host Isolated""","['icode', 'itype']","[('icode', ['8']), ('itype', ['3'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP Destination Unreachable Source Route Failed""","['icode', 'itype']","[('icode', ['5']), ('itype', ['3'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP Destination Unreachable cndefined code""","['icode', 'itype']","[('icode', ['>15']), ('itype', ['3'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP Echo Reply""","['icode', 'itype']","[('icode', ['0']), ('itype', ['0'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP Echo Reply undefined code""","['icode', 'itype']","[('icode', ['>0']), ('itype', ['0'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP Fragment Reassembly Time Exceeded""","['icode', 'itype']","[('icode', ['1']), ('itype', ['11'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP IPV6 I-Am-Here""","['icode', 'itype']","[('icode', ['0']), ('itype', ['34'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP IPV6 I-Am-Here undefined code""","['icode', 'itype']","[('icode', ['>0']), ('itype', ['34'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP IPV6 Where-Are-You""","['icode', 'itype']","[('icode', ['0']), ('itype', ['33'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP IPV6 Where-Are-You undefined code""","['icode', 'itype']","[('icode', ['>0']), ('itype', ['33'])]"
alert,icmp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,any,"""PROTOCOL-ICMP Information Reply""","['icode', 'itype']","[('icode', ['0']), ('itype', ['16'])]"
alert,icmp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,any,"""PROTOCOL-ICMP Information Reply undefined code""","['icode', 'itype']","[('icode', ['>0']), ('itype', ['16'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP Information Request""","['icode', 'itype']","[('icode', ['0']), ('itype', ['15'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP Information Request undefined code""","['icode', 'itype']","[('icode', ['>0']), ('itype', ['15'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP Mobile Host Redirect""","['icode', 'itype']","[('icode', ['0']), ('itype', ['32'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP Mobile Host Redirect undefined code""","['icode', 'itype']","[('icode', ['>0']), ('itype', ['32'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP Mobile Registration Reply""","['icode', 'itype']","[('icode', ['0']), ('itype', ['36'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP Mobile Registration Reply undefined code""","['icode', 'itype']","[('icode', ['>0']), ('itype', ['36'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP Mobile Registration Request""","['icode', 'itype']","[('icode', ['0']), ('itype', ['35'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP Mobile Registration Request undefined code""","['icode', 'itype']","[('icode', ['>0']), ('itype', ['35'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP Parameter Problem Bad Length""","['icode', 'itype']","[('icode', ['2']), ('itype', ['12'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP Parameter Problem Missing a Required Option""","['icode', 'itype']","[('icode', ['1']), ('itype', ['12'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP Parameter Problem Unspecified Error""","['icode', 'itype']","[('icode', ['0']), ('itype', ['12'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP Parameter Problem undefined Code""","['icode', 'itype']","[('icode', ['>2']), ('itype', ['12'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP Photuris Reserved""","['icode', 'itype']","[('icode', ['0']), ('itype', ['40'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP Photuris Unknown Security Parameters Index""","['icode', 'itype']","[('icode', ['1']), ('itype', ['40'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP Photuris Valid Security Parameters","['icode', 'itype']","[('icode', ['2']), ('itype', ['40'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP Photuris Valid Security Parameters","['icode', 'itype']","[('icode', ['3']), ('itype', ['40'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP Photuris undefined code!""","['icode', 'itype']","[('icode', ['>3']), ('itype', ['40'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP Redirect for TOS and Host""","['icode', 'itype']","[('icode', ['3']), ('itype', ['5'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP Redirect for TOS and Network""","['icode', 'itype']","[('icode', ['2']), ('itype', ['5'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP Redirect undefined code""","['icode', 'itype']","[('icode', ['>3']), ('itype', ['5'])]"
alert,icmp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""PROTOCOL-ICMP Reserved for Security Type 19""","['icode', 'itype']","[('icode', ['0']), ('itype', ['19'])]"
